アイアイ,http://www.youtube.com/embed/TJ2faENhsdw,アイアイ　（アイアイ）アイアイ　（アイアイ）<br>おさるさんだよ<br>アイアイ　（アイアイ）<br>アイアイ　（アイアイ）<br>みなみのしまの<br>アイアイ　（アイアイ）<br>アイアイ　（アイアイ）<br>しっぽのながい<br>アイアイ　（アイアイ）<br>アイアイ　（アイアイ）<br>おさるさんだよ<br><br>アイアイ　（アイアイ）<br>アイアイ　（アイアイ）<br>おさるさんだね<br>アイアイ　（アイアイ）<br>アイアイ　（アイアイ）<br>木（こ）のはのおうち<br>アイアイ　（アイアイ）<br>アイアイ　（アイアイ）<br>おめめのまるい<br>アイアイ　（アイアイ）<br>アイアイ　（アイアイ）<br>おさるさんだね 
大きな栗の木の下で,https://www.youtube.com/watch?v=o6_8hkD_y04,大きな栗の木の下で <br>あなたとわたし <br>なかよく（たのしく）遊びましょう <br>大きな栗の木の下で <br><br>大きな栗の木の下で <br>お話しましょう <br>みんなで輪になって<br> 大きな栗の木の下で <br><br>大きな栗の木の下で <br>大きな夢を <br>大きく育てましょう <br>大きな栗の木の下で
えるの合唱,https://www.youtube.com/watch?v=uU0X8YED0P4,かえるのうたが<br>きこえてくるよ<br>クヮ　クヮ　クヮ　クヮ<br>ケケケケ　ケケケケ<br>クヮクヮクヮ
きらきらぼし,https://www.youtube.com/watch?feature=player_embedded&v=dXBKpXL7rms,きらきらひかる<br>お空の星よ<br>まばたきしては<br>みんなを見てる<br>きらきらひかる<br>お空の星よ<br><br>きらきらひかる<br>お空の星よ<br>みんなの歌が<br>届くといいな<br>きらきらひかる<br>お空の星よ 
おべんとうのうた,https://www.youtube.com/watch?v=CPCF-2_zswg,これっくらいの　おべんとばこに<br>おにぎり　おにぎり　ちょいとつめて<br>きざみしょうがに　ごましおふって<br>にんじんさん　<br>さくらんぼさん　<br>しいたけさん　<br>ごぼうさん<br>あなのあいた　れんこんさん<br>すじのとおった　ふき<br><br>これっくらいの　おべんとばこに<br>サンドイッチ　サンドイッチ　ちょいとつめて <br>からーしバターに　マヨネーズぬって<br>いちごさん　<br>ハムさん　<br>きゅうりさん　<br>トマトさん <br>まるいまるい　さくらんぼさん <br>すじのはいった　ベーコン 
汽車,https://www.youtube.com/watch?v=Zm1aDKRVnCE,今は山中 今は浜<br>今は鉄橋 渡るぞと<br>思う間もなく トンネルの<br>闇を通って 広野原<br><br>遠くに見える 村の屋根<br>近くに見える 町の軒<br>森や林や 田や畠<br>後へ後へと 飛んで行く<br><br>廻り燈籠の 絵のように<br>変わる景色の おもしろさ<br>見とれてそれ と知らぬ間に<br>早くも過ぎる 幾十里
汽車ぽっぽ,https://www.youtube.com/watch?v=6_KygeXV_pY,今は山中 今は浜<br>今は鉄橋 渡るぞと<br>思う間もなく トンネルの<br>闇を通って 広野原<br><br>遠くに見える 村の屋根<br>近くに見える 町の軒<br>森や林や 田や畠<br>後へ後へと 飛んで行く<br><br>廻り燈籠の 絵のように<br>変わる景色の おもしろさ<br>見とれてそれ と知らぬ間に<br>早くも過ぎる 幾十里
シャボン玉,https://www.youtube.com/watch?v=Jl63Rp_gxsY,シャボン玉飛んだ<br>屋根まで飛んだ<br>屋根まで飛んで<br>こわれて消えた<br><br>シャボン玉消えた<br>飛ばずに消えた<br>産まれてすぐに<br>こわれて消えた<br><br>風、風、吹くな<br>シャボン玉飛ばそ 
